,0,1
Karkamis,second-order administrative division,10832.0
Portigliolo,populated place,0.0
Tandragee,populated place,3122.0
Gizab,locality,0.0
Uri,first-order administrative division,34088.0
Hurghada,seat of a first-order administrative division,95622.0
Moneymore,populated place,1426.0
Awbari,historical first-order administrative division,0.0
Aluthgama,populated place,0.0
Yoontoy,populated place,0.0
Rajpur,second-order administrative division,0.0
Krakow,seat of a first-order administrative division,755050.0
Sahiwal,seat of a second-order administrative division,235695.0
Megiddo,archaeological/prehistoric site,0.0
Luuq,populated place,33820.0
Gambela,first-order administrative division,0.0
Keran,stream,0.0
Helsinki,capital of a political entity,558457.0
Pishin district,second-order administrative division,0.0
Al-Anad,populated place,0.0
Concord,seat of a first-order administrative division,42620.0
Gopalganj,second-order administrative division,1172415.0
Razuhuillca,mountains,0.0
Shahpur,populated place,0.0
Cocorna,second-order administrative division,15119.0
Yei,seat of a first-order administrative division,40382.0
Fukouka,,
Hibhib,populated place,0.0
Chilas,third-order administrative division,0.0
Beit Shemesh,populated place,67100.0
Kingking,fourth-order administrative division,0.0
David,seat of a first-order administrative division,81957.0
Al-Qawarishah,locality,0.0
Dornapal,,
Tura,populated place,22600.0
Padaviya,reserve,0.0
Roncesvalles,second-order administrative division,6269.0
Qaramqol district,,
Sandana,populated place,0.0
Suran,populated place,0.0
Hargeysa,seat of a first-order administrative division,477876.0
Eglish,populated place,0.0
Guaranda,seat of a first-order administrative division,22199.0
Hulugho,pans,0.0
Caldas,first-order administrative division,968740.0
Baure,second-order administrative division,0.0
Harf Sufyan,second-order administrative division,42480.0
Kathua,populated place,48551.0
Sangam,locality,0.0
Mudon,populated place,89123.0
Ndwedwe,seat of a third-order administrative division,0.0
Nisanit,spring(s),0.0
El Mozote,populated place,0.0
Pasay,populated place,416522.0
Igdir,seat of a first-order administrative division,75721.0
bogota,capital of a political entity,7674366.0
Batam,populated place,0.0
Garas Balley,populated place,0.0
Palamau district,second-order administrative division,1939869.0
Nueva Guinea,independent political entity,6064515.0
Jazirah,seat of a first-order administrative division,332714.0
Kator,locality,0.0
Kouba,independent political entity,11423000.0
Topchanchi,populated place,5789.0
Samah,tribal area,0.0
Kama district,atoll(s),113.0
Aguas Calientes,salt area,0.0
Limbe,populated place,72106.0
South Upi,populated place,5647.0
Gagra,seat of a second-order administrative division,8266.0
Sambat,populated place,0.0
Eruh,second-order administrative division,19862.0
Day Mirdad district,,
Hua Hin,populated place,50456.0
Aiyoeweng,,
Zangabad,populated place,0.0
Cassino,seat of a third-order administrative division,21074.0
Al-Obeidi,,
Kinsibba,seat of a third-order administrative division,0.0
Vedensky (District),,
Wokha,second-order administrative division,166343.0
Ghatshila,populated place,40018.0
Abobo,populated place,900000.0
Raman (District),mountain,0.0
Dhubab district,,
Rockford,seat of a second-order administrative division,148278.0
Kherson,seat of a first-order administrative division,320477.0
Genc district,,
El Tortuguero,second-order administrative division,0.0
Kasik,populated place,0.0
Morawaka,fourth-order administrative division,0.0
San Pedro de Cajas,populated place,5758.0
Luuq Jeelow,,
Merca district,second-order administrative division,0.0
Bhaderwah,populated place,13429.0
El Partido,airport,0.0
Bir El Ater,populated place,68703.0
Casiguran,seat of a third-order administrative division,8605.0
San Antonio de Getucha,populated place,0.0
Budgam District,,
Turbo district,locality,0.0
Goaltore,populated place,0.0
Libertad,seat of a first-order administrative division,747450.0
Moirang,populated place,17103.0
Sandton,business center,0.0
Bou Saada,airport,0.0
Aleria,populated place,2163.0
Hinimbangan,fourth-order administrative division,0.0
Ceel Cali,populated place,0.0
La Vega,seat of a first-order administrative division,102426.0
Jiwani,airport,0.0
Cambo-les-Bains,populated place,4800.0
Pelaya,seat of a second-order administrative division,11306.0
San Juan de Limay,second-order administrative division,0.0
Gdansk,seat of a first-order administrative division,461865.0
Kaura district,populated place,0.0
Parsa district,mountain,0.0
Dille,third-order administrative division,0.0
Hosingow,,
Thampalakamam,,
Jessore district,populated place,243987.0
Talkalakh,second-order administrative division,0.0
Einav,israeli settlement,0.0
Texarkana,populated place,37280.0
Mainit,lake,0.0
Kassel,seat of a second-order administrative division,194501.0
Bindisi,well,0.0
Cubara district,section of populated place,0.0
Carryduff,populated place,7798.0
Galcad,locality,0.0
Hato Nuevo,second-order administrative division,0.0
Nuwaidrat,populated place,0.0
Genova,seat of a first-order administrative division,580223.0
La Brujala,,
Bachdjerah,,
Embilipitiya,populated place,0.0
Qaysar,populated place,0.0
Silwad,populated place,7006.0
Rabiaa,area,0.0
Bireh,populated place,0.0
Nabundas,populated place,0.0
Dair,seat of a first-order administrative division,242565.0
Kasindi,populated place,0.0
Bitta,populated place,0.0
Charlotte,capital of a political entity,20000.0
Luxor,seat of a first-order administrative division,422407.0
Tulkarm,populated place,44169.0
Kosovo Polje,plain(s),0.0
Waslala district,,
Myinlut,,
Chaparral,airport,0.0
Herzliya Pituah,section of populated place,10000.0
Dagua,populated place,12320.0
Petaluma,populated place,60438.0
Shamal Gah,populated place,0.0
Cuttack,populated place,580000.0
Muang District,seat of a first-order administrative division,85000.0
Lemorieta,populated place,0.0
Mian Mandi,populated place,0.0
Maruebo Ok,,
Sig,populated place,58877.0
Idil district,,
Las Palmas,seat of a first-order administrative division,381847.0
Ferrol,seat of a third-order administrative division,74273.0
Gandara,island,0.0
Pisco,seat of a third-order administrative division,61869.0
Hpa an,seat of a first-order administrative division,50000.0
Chamkani district,,
Dawalib,populated place,0.0
Kozluk,populated place,0.0
Puttur,populated place,30986.0
Kangarwa,populated place,0.0
Ilorin,seat of a first-order administrative division,814192.0
Yurkud,,
Baltimore,seat of a second-order administrative division,621849.0
Imelda,third-order administrative division,28018.0
Hesarak,populated place,0.0
Tantangan,third-order administrative division,43245.0
Jamra,locality,0.0
Moqokori,,
Tajoura,,
Satih,area,0.0
Kushk district,abandoned populated place,0.0
Achuapa,second-order administrative division,0.0
Welioya district,,
Zholobok,populated place,0.0
Yopougon,populated place,0.0
Hof Ashkelon regional council,,
Challapampa,populated place,450.0
Gopiballavpur,,
Qades,area,0.0
Vukovar,seat of a first-order administrative division,29584.0
Nala,first-order administrative division,1396849.0
Tekeli,populated place,26678.0
Gomazai,,
Chawkay district,,
Shlomi,populated place,5608.0
Chorrillos,locality,0.0
Kayaga,lake,0.0
Bazai,tribal area,0.0
Suarez,seat of a first-order administrative division,82937.0
Naal,locality,0.0
Khoshamand,seat of a second-order administrative division,0.0
Ibadan,seat of a first-order administrative division,3565108.0
Boghavi,populated place,0.0
Agra,seat of a second-order administrative division,1430055.0
Goillarisquisga,seat of a third-order administrative division,0.0
Talubo,,
Lamluda,ruin(s),0.0
Birkhadem,populated place,71722.0
Buug,populated place,8558.0
El Almendro,second-order administrative division,0.0
Villa Maria del Triunfo,third-order administrative division,0.0
Salama,seat of a first-order administrative division,2698652.0
Jubah,second-order administrative division,21093.0
Tanyongmat,populated place,0.0
Monqnawng,,
Tunja,seat of a first-order administrative division,117479.0
Mangajek district,,
Ceel Buur district,,
Karukh,second-order administrative division,0.0
Albu Rishah,populated place,0.0
Sirba,third-order administrative division,0.0
Collo,populated place,0.0
Ghorahi,populated place,0.0
Parasi,airport,0.0
La Merced,second-order administrative division,6752.0
Beit Lif,populated place,0.0
Batulawan,populated place,0.0
Chandpur,second-order administrative division,2416018.0
Kiunga,airport,0.0
Daychopan district,,
Puente Alto,seat of a second-order administrative division,510417.0
Cayenne,capital of a political entity,61550.0
Nasir,seat of a first-order administrative division,0.0
Boya,second-order administrative division,0.0
Nagpur,seat of a second-order administrative division,2228018.0
San Mariano,populated place,12441.0
Rivne,seat of a first-order administrative division,255106.0
Yatta,populated place,41425.0
Tupi,second-order administrative division,14262.0
Saghar district,populated place,0.0
Zain Koh,mountains,0.0
Austin,seat of a first-order administrative division,931830.0
Shkoder,seat of a first-order administrative division,88245.0
Nambol,populated place,0.0
Indianapolis,seat of a first-order administrative division,829718.0
Lamjung district,,
San Francisco Morazan,seat of a first-order administrative division,16152.0
Hakmana,third-order administrative division,31464.0
Riverside,seat of a second-order administrative division,322424.0
Mullaitivu District,second-order administrative division,0.0
Talitay,populated place,0.0
Kannur,populated place,62836.0
Muuri,house(s),0.0
Yasynuvata,seat of a second-order administrative division,37600.0
Binpur,populated place,0.0
Habib,second-order administrative division,0.0
Cawayan,populated place,0.0
Huamaguilla,,
Kilu Miat wa Sittin,populated place,0.0
Raanana,populated place,80000.0
Ballynahinch,lake,0.0
Machente,populated place,0.0
Mus,seat of a first-order administrative division,82536.0
Castleblayney,populated place,3006.0
Keonjhar district,,
Sharawin,populated place,0.0
Mouzaia,populated place,32981.0
Concepcion Batres,populated place,3286.0
Leninske,populated place,0.0
Loa,airport,0.0
Campoalegre,second-order administrative division,32186.0
Kayts,fourth-order administrative division,0.0
Kunming,seat of a first-order administrative division,3855346.0
Roxas,populated place,10879.0
Damboa district,,
Mavivi,,
Nuseirat,populated place,36123.0
Laredo,populated place,349550.0
Gharyan,seat of a first-order administrative division,85219.0
Lund Khwar,populated place,0.0
Villa El Salvador,populated place,71594.0
Cotonou,seat of government of a political entity,780000.0
San Pedro Perulapan,populated place,0.0
Oddusudan,populated place,0.0
Pucallpa,seat of a first-order administrative division,310750.0
Gomia,third-order administrative division,0.0
Yali,second-order administrative division,7734.0
Vina del mar,populated place,294551.0
Batangas,seat of a second-order administrative division,237370.0
Tiquisate,populated place,18189.0
Ceel Barde,second-order administrative division,0.0
Kayu Boko,,
Mashahidah,populated place,0.0
Chankan,temple(s),0.0
Cantagallo,second-order administrative division,7811.0
Mawali,populated place,0.0
Buufow,populated place,0.0
Bounderi,populated place,0.0
Dugit,beach,0.0
Lucciana,populated place,3713.0
Reno,seat of a second-order administrative division,241445.0
Chiffa,populated place,23218.0
Grozny district,,
Pore,populated place,0.0
Les Cayes,seat of a first-order administrative division,125799.0
Lille,seat of a first-order administrative division,228328.0
Comayagua,seat of a first-order administrative division,58784.0
Jurado,airport,0.0
Tokat,seat of a first-order administrative division,129702.0
Watapur,populated place,0.0
Altun Kupri,populated place,0.0
Casay,populated place,3596.0
Piendamo,second-order administrative division,35804.0
Kiryat Malachi,populated place,0.0
La Florida,seat of a first-order administrative division,32234.0
